date,count-nombre
2021-06-28,2
2021-06-29,0
2021-06-30,0
2021-07-01,0
2021-07-02,0
2021-07-03,0
2021-07-04,0
2021-07-05,0
2021-07-06,0
2021-07-07,0
2021-07-08,0
2021-07-09,0
2021-07-10,0
2021-07-11,0
2021-07-12,5
2021-07-13,0
2021-07-14,0
2021-07-15,0
2021-07-16,0
2021-07-17,0
2021-07-18,0
2021-07-19,0
2021-07-20,0
2021-07-21,0
2021-07-22,0
2021-07-23,0
2021-07-24,0
2021-07-25,0
2021-07-26,0
2021-07-27,0
2021-07-28,0
2021-07-29,0
2021-07-30,0
2021-07-31,0
2021-08-01,0
2021-08-02,0
2021-08-03,0
2021-08-04,0
2021-08-05,0
2021-08-06,0
2021-08-07,0
2021-08-08,0
2021-08-09,0
2021-08-10,0
2021-08-11,0
2021-08-12,0
2021-08-13,0
2021-08-14,0
2021-08-15,0
2021-08-16,0
2021-08-17,1
2021-08-18,0
2021-08-19,0
2021-08-20,0
2021-08-21,0
2021-08-22,0
2021-08-23,0
2021-08-24,0
2021-08-25,0
2021-08-26,0
2021-08-27,0
2021-08-28,0
2021-08-29,0
2021-08-30,0
2021-08-31,0
2021-09-01,0
2021-09-02,0
2021-09-03,0
2021-09-04,0
2021-09-05,0
2021-09-06,0
2021-09-07,0
2021-09-08,0
2021-09-09,0
2021-09-10,0
2021-09-11,0
